-0.00020515485	-0.07102886	0.02792089	0.087305784	0.041890707	-0.107097335	-0.0017723494	0.020033991	0.09572682	0.053726427	0.056137357	0.023063892	-0.011563009	-0.017986832	-0.06890578	-0.01980336	0.07378518	0.0070501887	-0.014648486	-0.050109405	0.016505368	0.0150998235	-0.030066362	0.008156863	0.06623781	-0.06530698	-0.019609949	-0.060190618	0.049790844	0.0012287926	0.010020918	-0.10641353
-0.06666916	-0.1121385	0.13014737	0.092041254	-0.059704088	-0.15669833	-0.0004095735	0.036771316	0.1559503	0.039476596	0.029887304	0.14116919	0.071731485	-0.072130896	-0.09640282	-0.13168152	0.09996984	0.0050745965	0.0034302194	-0.18104112	-0.010163133	-0.01954479	0.03283407	-0.041293297	0.101052865	-0.072839275	-0.03011045	-0.07292492	0.01106331	-0.0052199936	-0.10311934	-0.079585366
-0.20859978	-0.12205429	0.08209404	0.1792659	-0.03481796	-0.2858463	0.08357441	-0.0070471866	0.20066537	-0.031938504	-0.041900486	0.1469415	0.13784435	-0.17536202	-0.13098058	-0.15223847	0.20595223	0.03221264	-0.106875785	-0.20679174	-0.048528463	-0.041280847	0.010015704	-0.10460365	0.19452955	-0.13374019	-0.011520098	-0.10835282	-0.06855159	0.116441526	-0.082895994	-0.19296017
0.4836242	0.36477414	-0.33363566	-0.494109	0.22682029	0.5135651	-0.32907766	-0.15153761	-0.34197605	0.16912967	0.11977123	-0.4610958	-0.40696	0.37955016	0.33822504	0.45101252	-0.409783	-0.20743029	-0.26165235	0.4379424	-0.20957527	0.2072642	-0.21929349	0.33327052	0.05951032	0.3779322	-0.16832341	0.35062033	0.28745535	0.14979891	0.33956754	0.3300691
0.09200094	0.031585522	0.016479623	-0.050065048	0.07154875	-0.011244001	-0.05070152	-0.049721334	0.043595467	-0.022631733	0.041001063	-0.0005064493	-0.07025362	-0.008708046	0.007938444	0.04494931	0.014028245	-0.02540763	-0.040252194	-0.025813594	-0.038489614	-0.013012391	-0.06674451	0.028617384	0.10389561	0.058802985	-0.0075522247	0.049675643	0.014828141	0.0711462	0.03838836	-0.027738381
-0.063825265	-0.102067746	0.07007629	0.07985665	-0.00949929	-0.10913812	0.043674253	0.009565216	0.06213404	-0.0506837	-0.05952598	0.07707757	0.076408446	-0.01574519	-0.032455493	-0.056049272	0.032656584	0.08248225	0.037031863	-0.07053744	0.05639074	-0.009438094	0.05944317	-0.09523643	-0.0044574467	-0.06949093	0.020660354	-0.09040009	-0.01943682	-0.083645076	-0.033678666	-0.116839916
0.45938817	0.3415925	-0.37453863	-0.45781434	0.29430658	0.48931128	-0.36052006	-0.21187578	-0.3114702	0.18657233	0.20527746	-0.37950286	-0.33957416	0.33252534	0.3650538	0.4576791	-0.43633115	-0.21787348	-0.3119659	0.38863397	-0.25949642	0.18926755	-0.30393478	0.3985251	0.23247513	0.3220225	-0.29572025	0.36083087	0.29932055	0.24890924	0.37911355	0.26081288
-0.08102746	-0.12141259	0.0842969	0.024550376	0.00019838448	-0.043659758	0.060272854	0.06524514	0.04159665	-0.06274251	0.008429468	0.036918268	0.06391969	-0.014215647	-0.05139531	-0.032504868	0.09560633	0.039637964	-0.020979317	-0.05072004	0.05734189	-0.03668762	0.026444117	-0.00043050188	0.02254539	-0.016308984	0.04868854	-0.033760443	-0.012914125	-0.012452396	-0.08682097	-0.0885453
0.33510208	0.22525617	-0.3221668	-0.41006055	0.18887997	0.45137364	-0.24019088	-0.18209499	-0.34043062	0.12798005	0.14293954	-0.34177065	-0.35480425	0.3059402	0.3021124	0.3973432	-0.30827853	-0.1418042	-0.25051194	0.36485857	-0.1852312	0.13382113	-0.23987004	0.32581517	0.09381146	0.3202278	-0.21250632	0.25748664	0.20862073	0.175208	0.29401788	0.2320241
0.010065555	-0.030428002	0.026712246	0.030325683	-0.041677095	-0.04119146	0.043526754	-0.05785777	0.057390273	0.03647797	0.045943845	0.016248524	0.023488909	-0.008552138	0.01663221	0.038595054	-0.0018700551	0.02954178	-0.046881482	-0.019467704	0.03283928	-0.024589691	-0.05688645	-0.04850431	0.016893506	-0.039766256	-0.055127665	-0.052558966	0.04828791	0.055101387	0.026488163	-0.047154874
0.4573046	0.3160694	-0.34722126	-0.4538338	0.29592052	0.48683065	-0.2661843	-0.21789916	-0.24971297	0.2293503	0.14940226	-0.466762	-0.298166	0.32993785	0.2802933	0.457716	-0.4478487	-0.1849471	-0.2370232	0.32511252	-0.26424667	0.2321091	-0.24619928	0.36485097	0.099822566	0.37711325	-0.21515043	0.40107304	0.30401984	0.19090532	0.3388826	0.23606947
-0.122769915	-0.11776064	0.1188714	0.07813728	-0.05377189	-0.08920474	0.051387105	0.05974371	0.06535033	0.0042672204	-0.04797121	0.06815052	0.0631444	-0.060385067	-0.1286004	-0.11735657	0.1210279	0.016916985	0.05015158	-0.1587974	-0.0035702058	-0.035846885	0.019072464	-0.067229845	0.074860856	-0.049014635	0.035769396	-0.045970242	-0.06963954	-0.039645065	-0.044008672	-0.039615177
0.2738274	0.18185082	-0.18711895	-0.2717912	0.14586948	0.31724694	-0.18569681	-0.08585729	-0.12163887	0.08301612	0.055848885	-0.21920672	-0.1570888	0.23650835	0.12984423	0.25649622	-0.27191335	-0.09938546	-0.10797189	0.24365799	-0.0782403	0.057083324	-0.10054039	0.2283651	-0.0062441337	0.14352399	-0.103441045	0.25107482	0.12168464	0.052441273	0.1953054	0.10665702
-0.34348935	-0.29601184	0.30128655	0.42324826	-0.16336438	-0.45644647	0.2612494	0.10197337	0.38638192	-0.16756502	-0.099217035	0.32809404	0.31816792	-0.32828996	-0.28415152	-0.37789524	0.3300629	0.22310875	0.10112989	-0.3845034	0.15985036	-0.13373932	0.13114165	-0.3034904	0.071499735	-0.2980858	0.12998712	-0.28763446	-0.22836404	-0.031270403	-0.29543218	-0.3325281
0.029707352	-0.005346476	0.061721772	0.011137765	0.05376391	-0.060918216	0.013015378	0.041387852	0.0577586	-0.05319921	0.01891933	0.069021694	0.012167521	-0.02222883	-0.07829333	-0.055298086	0.049248748	0.045345217	0.046232525	-0.027681174	-0.0066139884	-0.04948975	-0.026327474	0.02241884	0.046051417	-0.03253415	-0.032431234	0.0117644435	0.0051485104	0.026936134	0.033402987	-0.11485491
